id_registro,edad,ingresos_mensuales,monto_credito,historial_crediticio,plazo_meses,cuota_mensual,tipo_empleo,numero_dependientes,antiguedad_laboral_meses,atrasos_previos,ratio_deuda_ingreso,presion_financiera,capacidad_pago,nivel_crediticio,puntaje_riesgo_financiero,moroso,norm_edad,norm_ingresos_mensuales,norm_monto_credito,norm_historial_crediticio,norm_plazo_meses,norm_cuota_mensual,norm_numero_dependientes,norm_antiguedad_laboral_meses,norm_atrasos_previos,norm_ratio_deuda_ingreso,norm_presion_financiera,norm_capacidad_pago,norm_puntaje_riesgo_financiero
110,19,4357.76,8318.62,689.0,24,477.01,Dependiente,4,119,0,0.1095,0.0795,2480.75,Bueno,-12.23,0,0.0196,0.5552,0.2508,0.7127,0.4286,0.1845,0.8,0.6591,0.0,0.0645,0.0282,0.4908,0.0343
111,30,5232.72,6386.67,444.0,36,862.6,Independiente,2,10,0,0.1648,0.0339,3670.12,Bajo,1.27,0,0.2353,0.7114,0.1583,0.258,0.7143,0.5342,0.4,0.0398,0.0,0.1166,0.009,0.6414,0.0852
112,51,2304.99,16109.44,579.0,18,757.67,Dependiente,0,165,3,0.3287,0.3883,1547.32,Bajo,62.02,1,0.6471,0.1887,0.6239,0.5086,0.2857,0.4391,0.0,0.9205,0.75,0.2709,0.1583,0.3727,0.3141
113,60,3392.64,10357.24,340.0,48,1106.71,Independiente,1,75,1,0.3262,0.0636,1935.93,Bajo,30.86,1,0.8235,0.3829,0.3485,0.065,1.0,0.7556,0.2,0.4091,0.25,0.2685,0.0215,0.4219,0.1967
114,59,2746.92,8669.48,509.0,6,590.16,Independiente,2,117,1,0.2148,0.526,1456.76,Bajo,49.25,1,0.8039,0.2676,0.2677,0.3786,0.0,0.2872,0.4,0.6477,0.25,0.1637,0.2163,0.3612,0.266
115,30,1457.89,8970.21,667.0,6,646.23,Dependiente,1,176,1,0.4433,1.0255,461.66,Medio,104.76,1,0.2353,0.0375,0.2821,0.6719,0.0,0.338,0.2,0.983,0.25,0.3788,0.4267,0.2352,0.4751
116,34,5191.63,8727.75,668.0,24,588.49,Independiente,2,166,3,0.1134,0.07,3903.14,Medio,11.45,0,0.3137,0.7041,0.2704,0.6737,0.4286,0.2856,0.4,0.9261,0.75,0.0682,0.0242,0.6709,0.1235
117,55,2717.53,3860.83,414.0,36,483.66,Independiente,3,131,2,0.178,0.0395,1183.87,Bajo,18.22,0,0.7255,0.2624,0.0374,0.2023,0.7143,0.1906,0.6,0.7273,0.5,0.129,0.0114,0.3267,0.1491
118,68,3306.39,18881.71,587.0,24,1180.29,Dependiente,2,159,2,0.357,0.2379,1426.1,Medio,44.6,0,0.9804,0.3675,0.7567,0.5234,0.4286,0.8223,0.4,0.8864,0.5,0.2976,0.0949,0.3573,0.2484
119,55,2599.76,8016.77,667.0,24,1143.82,Dependiente,1,175,0,0.44,0.1285,1105.94,Medio,24.68,0,0.7255,0.2414,0.2364,0.6719,0.4286,0.7892,0.2,0.9773,0.0,0.3757,0.0489,0.3168,0.1734
120,67,2757.33,14974.68,405.0,6,704.71,Independiente,2,43,1,0.2556,0.9051,1352.62,Bajo,89.05,1,0.9608,0.2695,0.5696,0.1856,0.0,0.391,0.4,0.2273,0.25,0.2021,0.3759,0.348,0.4159
121,33,2364.93,5519.75,843.7799999999997,24,696.51,Informal,3,36,1,0.2945,0.0973,618.42,Excelente,10.88,0,0.2941,0.1994,0.1168,1.0,0.4286,0.3836,0.6,0.1875,0.25,0.2387,0.0357,0.2551,0.1214
122,40,4383.05,6009.15,361.0,6,1252.89,Dependiente,4,90,0,0.2858,0.2285,1730.16,Bajo,30.92,0,0.4314,0.5597,0.1403,0.1039,0.0,0.8881,0.8,0.4943,0.0,0.2305,0.091,0.3958,0.1969
123,57,3162.68,9989.1,434.0,12,660.47,Informal,1,130,0,0.2088,0.2632,2152.21,Bajo,22.41,0,0.7647,0.3418,0.3308,0.2394,0.1429,0.3509,0.2,0.7216,0.0,0.158,0.1056,0.4492,0.1648
124,63,4530.95,16683.62,602.0,12,660.87,Dependiente,2,166,2,0.1459,0.3068,3170.08,Medio,28.29,0,0.8824,0.5861,0.6514,0.5512,0.1429,0.3513,0.4,0.9261,0.5,0.0988,0.124,0.5781,0.187
125,32,6221.16,15860.08,541.0,36,451.69,Independiente,3,140,1,0.0726,0.0708,4719.47,Bajo,-3.05,0,0.2745,0.8879,0.612,0.438,0.7143,0.1616,0.6,0.7784,0.25,0.0298,0.0246,0.7742,0.0689
126,27,4563.01,4743.88,816.0,24,868.27,Dependiente,1,42,2,0.1903,0.0433,3344.74,Excelente,5.15,0,0.1765,0.5918,0.0797,0.9484,0.4286,0.5393,0.2,0.2216,0.5,0.1406,0.013,0.6002,0.0998
127,37,4153.81,4034.63,504.0,18,398.19,Dependiente,0,92,0,0.0959,0.054,3755.62,Bajo,-7.78,0,0.3725,0.5188,0.0457,0.3694,0.2857,0.1131,0.0,0.5057,0.0,0.0517,0.0175,0.6522,0.0511
128,21,2245.72,7784.84,380.0,6,689.94,Dependiente,2,142,1,0.3072,0.5778,855.78,Bajo,67.38,1,0.0588,0.1782,0.2253,0.1392,0.0,0.3776,0.4,0.7898,0.25,0.2507,0.2381,0.2851,0.3343
129,43,2273.92,13395.23,396.0,24,338.25,Independiente,1,153,1,0.1488,0.2455,1585.67,Bajo,24.13,1,0.4902,0.1832,0.494,0.1689,0.4286,0.0587,0.2,0.8523,0.25,0.1015,0.0981,0.3775,0.1713
130,24,3357.61,6978.16,755.0,24,569.69,Independiente,2,53,2,0.1697,0.0866,2087.92,Excelente,8.81,1,0.1176,0.3766,0.1867,0.8352,0.4286,0.2686,0.4,0.2841,0.5,0.1212,0.0312,0.4411,0.1136
131,41,1247.7975999999999,4413.74,337.0,24,547.06,Dependiente,2,137,2,0.4384,0.1474,0.74,Bajo,55.87,0,0.451,0.0,0.0639,0.0594,0.4286,0.2481,0.4,0.7614,0.5,0.3742,0.0568,0.1769,0.2909
132,64,3834.68,19898.58,684.0,6,588.74,Dependiente,0,45,2,0.1535,0.8649,3245.94,Bueno,72.43,0,0.902,0.4618,0.8054,0.7034,0.0,0.2859,0.0,0.2386,0.5,0.1059,0.359,0.5877,0.3533
133,65,2917.59,3849.97,407.0,24,439.92,Informal,2,36,0,0.1508,0.055,1777.67,Bajo,2.6,0,0.9216,0.2981,0.0369,0.1893,0.4286,0.1509,0.4,0.1875,0.0,0.1034,0.0179,0.4018,0.0902
134,69,3107.62,6018.55,456.0,24,273.49240000000003,Informal,0,4,0,0.088,0.0807,2834.13,Bajo,-3.05,0,1.0,0.332,0.1407,0.2803,0.4286,0.0,0.0,0.0057,0.0,0.0443,0.0287,0.5356,0.0689
135,50,1715.74,8029.42,551.0,36,509.08,Informal,2,122,1,0.2967,0.13,506.66,Bajo,24.0,1,0.6275,0.0835,0.237,0.4566,0.7143,0.2136,0.4,0.6761,0.25,0.2408,0.0495,0.2409,0.1708
136,22,3769.85,10398.33,681.0,24,987.94,Independiente,1,83,3,0.2621,0.1149,2431.91,Bueno,30.78,0,0.0784,0.4502,0.3504,0.6979,0.4286,0.6479,0.2,0.4545,0.75,0.2082,0.0431,0.4847,0.1964
137,66,2290.0,9538.61,594.0,36,854.05,Dependiente,5,125,0,0.3729,0.1157,-314.05,Medio,20.7,0,0.9412,0.1861,0.3093,0.5364,0.7143,0.5264,1.0,0.6932,0.0,0.3125,0.0435,0.137,0.1584
138,20,3999.68,12000.05,602.0,36,656.29,Informal,3,37,3,0.1641,0.0833,2293.39,Medio,22.38,1,0.0392,0.4913,0.4271,0.5512,0.7143,0.3471,0.6,0.1932,0.75,0.1159,0.0298,0.4671,0.1647
139,18,5283.61,6821.76,703.0,18,377.12,Dependiente,2,76,1,0.0714,0.0717,4206.49,Bueno,-8.51,0,0.0,0.7205,0.1792,0.7387,0.2857,0.094,0.4,0.4148,0.25,0.0286,0.0249,0.7093,0.0483
140,21,2948.76,8499.43,528.0,36,516.83,Dependiente,3,156,2,0.1753,0.0801,1381.93,Bajo,16.22,0,0.0588,0.3037,0.2595,0.4139,0.7143,0.2207,0.6,0.8693,0.5,0.1265,0.0285,0.3517,0.1415
141,41,2717.53,6431.98,448.0,48,713.75,Dependiente,1,91,1,0.2626,0.0493,1653.78,Bajo,18.77,0,0.451,0.2624,0.1605,0.2654,1.0,0.3992,0.2,0.5,0.25,0.2087,0.0155,0.3862,0.1511
142,57,3539.97,10983.12,776.0,18,612.75,Dependiente,3,117,3,0.1731,0.1724,1877.22,Excelente,22.11,0,0.7647,0.4092,0.3784,0.8742,0.2857,0.3076,0.6,0.6477,0.75,0.1244,0.0673,0.4144,0.1637
143,33,5540.52,10905.36,808.0,12,728.84,Independiente,0,84,1,0.1315,0.164,4811.68,Excelente,0.55,0,0.2941,0.7663,0.3747,0.9336,0.1429,0.4129,0.0,0.4602,0.25,0.0852,0.0638,0.7859,0.0825
144,62,3241.28,6056.06,592.0,18,1195.93,Independiente,2,68,3,0.369,0.1038,1345.35,Medio,44.39,1,0.8627,0.3559,0.1425,0.5327,0.2857,0.8365,0.4,0.3693,0.75,0.3089,0.0385,0.3471,0.2477
145,19,3183.98,7487.81,360.0,36,437.48,Dependiente,3,78,3,0.1374,0.0653,1696.5,Bajo,27.26,1,0.0196,0.3457,0.2111,0.1021,0.7143,0.1487,0.6,0.4261,0.75,0.0908,0.0222,0.3916,0.1831
146,48,4403.7,12299.08,514.0,18,412.07,Independiente,2,121,3,0.0936,0.1552,3291.63,Bajo,23.2,0,0.5882,0.5634,0.4415,0.3879,0.2857,0.1257,0.4,0.6705,0.75,0.0495,0.0601,0.5935,0.1678
147,69,2274.76,6374.36,537.0,12,498.85,Independiente,0,36,4,0.2193,0.2335,1775.91,Bajo,50.53,0,1.0,0.1833,0.1577,0.4306,0.1429,0.2044,0.0,0.1875,1.0,0.1679,0.0931,0.4016,0.2708
148,22,5141.59,7621.99,763.0,48,489.99,Dependiente,2,177,1,0.0953,0.0309,3951.6,Excelente,-13.47,1,0.0784,0.6951,0.2175,0.8501,1.0,0.1963,0.4,0.9886,0.25,0.0511,0.0077,0.677,0.0297
149,22,3344.19,3080.2244,819.0,12,499.67,Dependiente,3,165,0,0.1494,0.0768,1794.52,Excelente,-14.43,0,0.0784,0.3743,0.0,0.954,0.1429,0.2051,0.6,0.9205,0.0,0.1021,0.0271,0.404,0.026
150,42,1766.8,4648.88,843.7799999999997,24,729.67,Dependiente,2,15,2,0.413,0.1096,337.13,Excelente,32.07,1,0.4706,0.0927,0.0751,1.0,0.4286,0.4137,0.4,0.0682,0.5,0.3503,0.0409,0.2195,0.2012
151,64,1605.68,6020.91,678.0,18,635.63,Independiente,1,25,0,0.3959,0.2083,620.05,Bueno,28.72,0,0.902,0.0639,0.1408,0.6923,0.2857,0.3284,0.2,0.125,0.0,0.3342,0.0825,0.2553,0.1886
152,39,3355.82,9552.77,334.0,18,396.02,Dependiente,1,154,0,0.118,0.1581,2609.8,Bajo,8.52,1,0.4118,0.3763,0.3099,0.0538,0.2857,0.1111,0.2,0.858,0.0,0.0725,0.0613,0.5072,0.1125
153,53,2012.91,8825.74,827.0,36,682.55,Dependiente,3,130,0,0.3391,0.1218,280.36,Excelente,8.41,1,0.6863,0.1366,0.2751,0.9689,0.7143,0.3709,0.6,0.7216,0.0,0.2807,0.046,0.2123,0.1121
154,43,2700.76,3724.02,681.0,36,501.92,Dependiente,3,65,2,0.1858,0.0383,1148.84,Bueno,9.32,0,0.4902,0.2594,0.0308,0.6979,0.7143,0.2071,0.6,0.3523,0.5,0.1363,0.0109,0.3222,0.1155
155,18,5729.14,9821.52,679.0,6,468.51,Informal,1,172,1,0.0818,0.2857,4910.63,Bueno,9.01,0,0.0,0.8,0.3228,0.6942,0.0,0.1768,0.2,0.9602,0.25,0.0384,0.1151,0.7984,0.1144
156,29,3676.16,13791.62,817.0,24,512.37,Dependiente,1,124,1,0.1394,0.1563,2813.79,Excelente,-0.3,0,0.2157,0.4335,0.5129,0.9503,0.4286,0.2166,0.2,0.6875,0.25,0.0927,0.0606,0.533,0.0793
157,49,2216.0,4912.3,493.0,48,557.01,Dependiente,3,51,3,0.2514,0.0462,608.99,Bajo,32.27,1,0.6078,0.1728,0.0877,0.3489,1.0,0.2571,0.6,0.2727,0.75,0.1981,0.0142,0.2539,0.202
158,42,1247.7975999999999,10973.59,504.0,24,798.02,Informal,0,51,1,0.6395,0.3664,449.78,Bajo,80.25,1,0.4706,0.0,0.378,0.3694,0.4286,0.4756,0.0,0.2727,0.25,0.5636,0.1491,0.2337,0.3828
159,43,2100.65,4331.9,746.0,36,482.47,Independiente,1,140,3,0.2297,0.0573,1268.18,Excelente,19.38,0,0.4902,0.1523,0.0599,0.8185,0.7143,0.1895,0.2,0.7784,0.75,0.1777,0.0189,0.3373,0.1534
160,50,3722.8,7641.4,414.0,24,759.92,Independiente,0,14,1,0.2041,0.0855,2962.88,Bajo,18.46,0,0.6275,0.4418,0.2184,0.2023,0.4286,0.4411,0.0,0.0625,0.25,0.1536,0.0307,0.5519,0.15
161,19,6842.95,7196.77,825.0,12,499.88,Informal,3,133,0,0.0731,0.0876,5293.07,Excelente,-20.9,0,0.0196,0.9989,0.1971,0.9651,0.1429,0.2053,0.6,0.7386,0.0,0.0302,0.0316,0.8468,0.0017
162,28,3137.9,5396.01,419.0,24,604.76,Informal,1,109,1,0.1927,0.0717,2183.14,Bajo,14.43,0,0.1961,0.3374,0.1109,0.2116,0.4286,0.3004,0.2,0.6023,0.25,0.1428,0.0249,0.4532,0.1348
163,27,3394.33,16447.76,783.0,12,708.91,Independiente,1,170,1,0.2089,0.4038,2335.42,Excelente,27.04,0,0.1765,0.3832,0.6401,0.8872,0.1429,0.3948,0.2,0.9489,0.25,0.1581,0.1648,0.4724,0.1823
164,63,1247.7975999999999,23962.85579999986,579.0,24,955.95,Informal,3,47,1,0.7661,0.8002,-758.15,Bajo,124.68,1,0.8824,0.0,1.0,0.5086,0.4286,0.6189,0.6,0.25,0.25,0.6828,0.3318,0.0808,0.5502
165,51,3883.35,6279.45,604.0,18,1036.24,Dependiente,5,53,2,0.2668,0.0898,1097.11,Medio,24.82,0,0.6471,0.4705,0.1532,0.555,0.2857,0.6917,1.0,0.2841,0.5,0.2126,0.0326,0.3157,0.1739
166,55,2206.58,6338.28,772.0,48,766.24,Independiente,0,19,2,0.3473,0.0598,1440.34,Excelente,24.32,0,0.7255,0.1712,0.156,0.8668,1.0,0.4468,0.0,0.0909,0.5,0.2884,0.0199,0.3591,0.172
167,68,6019.8,3808.07,453.0,24,486.43,Dependiente,1,125,2,0.0808,0.0264,5183.37,Bajo,5.99,0,0.9804,0.8519,0.0349,0.2747,0.4286,0.1931,0.2,0.6932,0.5,0.0375,0.0059,0.833,0.103
168,27,2820.2,6270.01,837.0,12,1263.35,Dependiente,2,133,0,0.448,0.1853,856.85,Excelente,23.93,0,0.1765,0.2807,0.1527,0.9874,0.1429,0.8976,0.4,0.7386,0.0,0.3832,0.0728,0.2853,0.1706
169,67,2038.17,10674.08,604.0,24,292.18,Dependiente,5,165,2,0.1434,0.2182,-4.01,Medio,20.89,0,0.9608,0.1411,0.3636,0.555,0.4286,0.0169,1.0,0.9205,0.5,0.0964,0.0866,0.1763,0.1591
170,57,1572.42,7026.66,392.0,36,802.36,Dependiente,1,22,1,0.5103,0.1241,420.06,Bajo,52.91,1,0.7647,0.058,0.189,0.1615,0.7143,0.4796,0.2,0.108,0.25,0.4419,0.047,0.23,0.2798
171,46,5654.16,9264.81,544.0,48,487.69,Dependiente,4,33,0,0.0863,0.0341,3766.47,Bajo,-10.95,0,0.549,0.7866,0.2962,0.4436,1.0,0.1942,0.8,0.1705,0.0,0.0427,0.0091,0.6536,0.0391
172,63,2565.36,3494.87,782.0,12,590.75,Dependiente,1,15,0,0.2303,0.1135,1624.61,Excelente,0.58,0,0.8824,0.2352,0.0199,0.8853,0.1429,0.2877,0.2,0.0682,0.0,0.1782,0.0425,0.3825,0.0826
173,62,2873.93,4214.3,395.0,12,653.55,Independiente,2,9,0,0.2274,0.1222,1520.38,Bajo,16.57,1,0.8627,0.2903,0.0543,0.167,0.1429,0.3446,0.4,0.0341,0.0,0.1755,0.0462,0.3693,0.1428
174,39,3491.35,4369.06,843.7799999999997,18,840.68,Dependiente,1,44,1,0.2408,0.0695,2300.67,Excelente,3.16,0,0.4118,0.4005,0.0617,1.0,0.2857,0.5143,0.2,0.233,0.25,0.1881,0.024,0.468,0.0923
175,63,2517.21,9900.55,645.0,36,617.22,Dependiente,2,17,0,0.2452,0.1093,1199.99,Medio,7.18,0,0.8824,0.2266,0.3266,0.6311,0.7143,0.3117,0.4,0.0795,0.0,0.1923,0.0408,0.3287,0.1075
176,23,3767.43,8599.41,579.0,18,736.04,Dependiente,4,44,1,0.1954,0.1268,1631.39,Bajo,13.79,1,0.098,0.4498,0.2643,0.5086,0.2857,0.4194,0.8,0.233,0.25,0.1454,0.0481,0.3833,0.1324
177,35,2903.48,9758.87,688.0,18,867.73,Dependiente,1,97,1,0.2989,0.1867,1685.75,Bueno,23.69,0,0.3333,0.2956,0.3198,0.7109,0.2857,0.5389,0.2,0.5341,0.25,0.2428,0.0734,0.3902,0.1697
178,29,5031.77,14420.3,825.0,24,1084.52,Independiente,4,38,0,0.2155,0.1194,2547.25,Excelente,-2.53,0,0.2157,0.6755,0.543,0.9651,0.4286,0.7354,0.8,0.1989,0.0,0.1643,0.045,0.4993,0.0709
179,63,6776.33,14761.46,401.0,18,438.87,Informal,1,4,1,0.0648,0.121,5987.46,Bajo,8.05,0,0.8824,0.987,0.5594,0.1782,0.2857,0.15,0.2,0.0057,0.25,0.0224,0.0457,0.9348,0.1107
180,65,2027.91,10163.0,469.0,18,1376.2727999999997,Dependiente,0,124,2,0.6787,0.2784,651.64,Bajo,85.32,0,0.9216,0.1393,0.3392,0.3044,0.2857,1.0,0.0,0.6875,0.5,0.6005,0.112,0.2593,0.4019
181,59,4768.31,6926.46,796.0,36,1016.88,Independiente,2,155,1,0.2133,0.0404,3051.43,Excelente,-1.86,0,0.8039,0.6285,0.1842,0.9113,0.7143,0.6741,0.4,0.8636,0.25,0.1622,0.0118,0.5631,0.0734
182,36,3800.09,5847.3,392.0,24,682.48,Dependiente,3,113,2,0.1796,0.0641,2067.61,Bajo,21.52,0,0.3529,0.4556,0.1325,0.1615,0.4286,0.3709,0.6,0.625,0.5,0.1305,0.0217,0.4385,0.1615
183,63,4003.47,9129.9,352.0,12,436.58,Dependiente,4,16,2,0.1091,0.19,2166.89,Bajo,27.76,0,0.8824,0.4919,0.2897,0.0872,0.1429,0.1479,0.8,0.0739,0.5,0.0641,0.0748,0.4511,0.185
184,21,2469.74,6113.0,387.0,36,762.45,Independiente,3,83,0,0.3087,0.0688,657.29,Bajo,19.51,0,0.0588,0.2181,0.1452,0.1522,0.7143,0.4434,0.6,0.4545,0.0,0.2521,0.0237,0.26,0.1539
185,30,2431.95,6923.13,734.0,24,351.77,Independiente,5,13,1,0.1446,0.1186,330.18,Bueno,2.37,1,0.2353,0.2114,0.184,0.7962,0.4286,0.071,1.0,0.0568,0.25,0.0976,0.0447,0.2186,0.0893
186,48,4266.19,8069.94,829.0,48,357.31,Independiente,4,59,1,0.0838,0.0394,2508.88,Excelente,-14.61,0,0.5882,0.5389,0.2389,0.9726,1.0,0.076,0.8,0.3182,0.25,0.0403,0.0113,0.4944,0.0254
187,51,2627.46,21019.0,834.0,6,548.67,Dependiente,3,26,0,0.2088,1.3333,1028.79,Excelente,93.75,1,0.6471,0.2463,0.859,0.9818,0.0,0.2495,0.6,0.1307,0.0,0.158,0.5563,0.307,0.4336
188,55,2128.07,7289.42,596.0,24,1188.4,Dependiente,1,79,1,0.5584,0.1427,589.67,Medio,50.1,1,0.7255,0.1571,0.2016,0.5401,0.4286,0.8296,0.2,0.4318,0.25,0.4872,0.0548,0.2514,0.2692
189,38,2917.59,15734.19,615.0,24,721.53,Informal,1,77,1,0.2473,0.2247,1846.06,Medio,24.82,0,0.3922,0.2981,0.606,0.5754,0.4286,0.4063,0.2,0.4205,0.25,0.1943,0.0894,0.4105,0.1739
190,45,3882.91,8806.15,690.0,12,944.29,Dependiente,1,149,0,0.2432,0.189,2588.62,Bueno,9.36,0,0.5294,0.4704,0.2742,0.7146,0.1429,0.6083,0.2,0.8295,0.0,0.1904,0.0743,0.5045,0.1157
191,50,2078.88,7410.31,450.0,24,520.5,Independiente,3,4,0,0.2504,0.1485,508.38,Bajo,18.85,1,0.6275,0.1484,0.2074,0.2691,0.4286,0.224,0.6,0.0057,0.0,0.1972,0.0573,0.2412,0.1514
192,47,2761.2,3080.2244,594.0,36,747.06,Dependiente,2,70,1,0.2706,0.031,1314.14,Medio,12.61,1,0.5686,0.2702,0.0,0.5364,0.7143,0.4294,0.4,0.3807,0.25,0.2162,0.0078,0.3432,0.1279
193,64,2488.75,7115.47,696.0,12,442.28,Dependiente,2,32,0,0.1777,0.2383,1346.47,Bueno,8.46,0,0.902,0.2215,0.1932,0.7257,0.1429,0.1531,0.4,0.1648,0.0,0.1287,0.0951,0.3472,0.1123
194,66,1860.44,7354.15,812.0,18,492.82,Independiente,5,20,0,0.2649,0.2196,-382.38,Excelente,11.24,0,0.9412,0.1094,0.2047,0.941,0.2857,0.1989,1.0,0.0966,0.0,0.2108,0.0872,0.1284,0.1228
195,63,2277.57,4389.85,817.0,18,467.67,Dependiente,4,166,0,0.2053,0.1071,409.9,Excelente,-6.35,0,0.8824,0.1838,0.0627,0.9503,0.2857,0.1761,0.8,0.9261,0.0,0.1547,0.0398,0.2287,0.0565
196,60,3680.61,8499.43,608.0,18,501.89,Dependiente,3,19,1,0.1364,0.1283,2128.72,Medio,7.27,1,0.8235,0.4343,0.2595,0.5624,0.2857,0.2071,0.6,0.0909,0.25,0.0898,0.0488,0.4463,0.1078
197,63,2815.01,11746.47,333.0,24,699.77,Dependiente,2,163,2,0.2486,0.1739,1415.24,Bajo,38.74,1,0.8824,0.2798,0.415,0.052,0.4286,0.3865,0.4,0.9091,0.5,0.1955,0.068,0.356,0.2264
198,50,5020.72,11864.23,369.0,24,491.42,Informal,1,47,3,0.0979,0.0985,4179.3,Bajo,26.13,0,0.6275,0.6736,0.4206,0.1188,0.4286,0.1976,0.2,0.25,0.75,0.0536,0.0362,0.7059,0.1789
199,45,2701.14,4794.91,444.0,24,652.14,Informal,4,55,1,0.2414,0.074,649.0,Bajo,19.38,1,0.5294,0.2595,0.0821,0.258,0.4286,0.3434,0.8,0.2955,0.25,0.1887,0.0259,0.259,0.1534
200,31,2873.66,6693.69,365.0,12,279.52,Independiente,0,110,0,0.0973,0.1941,2594.14,Bajo,8.82,0,0.2549,0.2903,0.173,0.1114,0.1429,0.0055,0.0,0.608,0.0,0.053,0.0765,0.5052,0.1136
201,46,3141.44,9712.25,504.0,48,365.52,Independiente,2,71,0,0.1164,0.0644,2075.92,Bajo,-4.55,0,0.549,0.3381,0.3176,0.3694,1.0,0.0835,0.4,0.3864,0.0,0.071,0.0219,0.4396,0.0633
202,24,3135.5,11793.08,777.0,36,642.92,Independiente,3,78,1,0.205,0.1045,1442.58,Excelente,4.48,0,0.1176,0.337,0.4172,0.8761,0.7143,0.335,0.6,0.4261,0.25,0.1544,0.0387,0.3594,0.0973
203,25,3045.76,8499.43,305.0,12,567.01,Independiente,1,49,3,0.1862,0.2325,2128.75,Bajo,48.2,1,0.1373,0.321,0.2595,0.0,0.1429,0.2662,0.2,0.2614,0.75,0.1367,0.0927,0.4463,0.262
204,39,4933.95,17031.99,324.0,18,1225.68,Independiente,2,30,2,0.2484,0.1918,3008.27,Bajo,42.72,0,0.4118,0.6581,0.6681,0.0353,0.2857,0.8634,0.4,0.1534,0.5,0.1953,0.0755,0.5576,0.2414
205,57,2063.7,6876.05,470.0,18,557.24,Independiente,3,8,2,0.27,0.1851,456.46,Bajo,38.87,1,0.7647,0.1457,0.1818,0.3062,0.2857,0.2573,0.6,0.0284,0.5,0.2156,0.0727,0.2346,0.2269
206,34,1965.1,5983.56,625.0,24,754.6,Independiente,1,125,4,0.384,0.1269,860.5,Medio,53.47,1,0.3137,0.1281,0.139,0.5939,0.4286,0.4363,0.2,0.6932,1.0,0.323,0.0482,0.2857,0.2819
207,31,3504.39,13544.76,755.0,36,585.96,Independiente,2,146,1,0.1672,0.1074,2218.43,Excelente,0.68,0,0.2549,0.4029,0.5011,0.8352,0.7143,0.2833,0.4,0.8125,0.25,0.1188,0.04,0.4576,0.083
208,19,2987.55,5417.37,325.0,12,342.54,Independiente,5,104,2,0.1147,0.1511,895.01,Bajo,24.82,1,0.0196,0.3106,0.1119,0.0371,0.1429,0.0626,1.0,0.5739,0.5,0.0694,0.0584,0.2901,0.1739
209,60,1703.36,8333.71,326.0,6,568.47,Informal,0,24,0,0.3337,0.8154,1134.89,Bajo,85.16,1,0.8235,0.0813,0.2516,0.039,0.0,0.2675,0.0,0.1193,0.0,0.2756,0.3382,0.3205,0.4013
210,49,1726.53,3936.96,824.0,24,1033.26,Independiente,1,45,1,0.5985,0.095,343.27,Excelente,41.74,0,0.6078,0.0855,0.041,0.9633,0.4286,0.689,0.2,0.2386,0.25,0.525,0.0347,0.2203,0.2377
211,57,4025.04,13152.49,521.0,18,389.18,Dependiente,0,121,2,0.0967,0.1815,3635.86,Bajo,17.33,1,0.7647,0.4958,0.4823,0.4009,0.2857,0.1049,0.0,0.6705,0.5,0.0524,0.0712,0.6371,0.1457
212,65,3752.49,11789.94,599.0,18,426.44,Dependiente,0,12,2,0.1136,0.1745,3326.05,Medio,17.16,0,0.9216,0.4471,0.4171,0.5457,0.2857,0.1387,0.0,0.0511,0.5,0.0684,0.0682,0.5978,0.1451
213,60,4779.41,16598.69,305.0,48,439.28,Informal,1,133,1,0.0919,0.0724,3990.13,Bajo,8.57,0,0.8235,0.6305,0.6474,0.0,1.0,0.1503,0.2,0.7386,0.25,0.0479,0.0252,0.6819,0.1127
214,19,2965.57,11453.6,794.0,12,796.38,Independiente,0,68,1,0.2685,0.3218,2169.19,Excelente,27.7,0,0.0196,0.3067,0.401,0.9076,0.1429,0.4742,0.0,0.3693,0.25,0.2142,0.1303,0.4514,0.1848
215,20,1883.25,6732.38,336.0,18,527.97,Informal,2,26,1,0.2804,0.1986,655.28,Bajo,38.05,0,0.0392,0.1134,0.1749,0.0575,0.2857,0.2308,0.4,0.1307,0.25,0.2254,0.0784,0.2598,0.2238
216,28,5290.98,6048.76,451.0,36,1197.67,Dependiente,1,135,0,0.2264,0.0318,3743.31,Bajo,4.89,0,0.1961,0.7218,0.1422,0.271,0.7143,0.838,0.2,0.75,0.0,0.1746,0.0081,0.6507,0.0988
217,66,1886.77,4937.23,410.0,36,665.04,Independiente,4,162,1,0.3525,0.0727,-178.27,Bajo,29.97,0,0.9412,0.1141,0.0889,0.1949,0.7143,0.3551,0.8,0.9034,0.25,0.2933,0.0254,0.1542,0.1933
218,39,2320.93,8578.88,562.0,24,1188.41,Independiente,4,29,0,0.512,0.154,-267.48,Bajo,40.56,1,0.4118,0.1916,0.2633,0.477,0.4286,0.8296,0.8,0.1477,0.0,0.4435,0.0596,0.1429,0.2332
219,24,3188.39,13540.61,714.0,48,543.53,Independiente,2,14,0,0.1705,0.0885,1944.86,Bueno,-4.66,0,0.1176,0.3464,0.5009,0.7591,1.0,0.2449,0.4,0.0625,0.0,0.1219,0.032,0.423,0.0628
220,61,3974.74,10569.78,626.0,36,1346.79,Independiente,1,163,1,0.3388,0.0739,2277.95,Medio,20.04,1,0.8431,0.4868,0.3586,0.5958,0.7143,0.9733,0.2,0.9091,0.25,0.2804,0.0259,0.4652,0.1559
